Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
04/02/1980_18:05:44        834.09574797         42.06465551
04/02/1980_18:25:57        834.43270058         42.56746164
04/02/1980_18:46:10        834.76965318         43.06094723
04/02/1980_19:06:23        835.10660579         43.54528555
04/02/1980_19:26:36        835.44355839         44.02064272
04/02/1980_19:46:49        835.78051100         44.48718352
04/02/1980_20:07:02        836.11746360         44.94503883
04/02/1980_20:27:15        836.45441621         45.39433184
04/02/1980_20:47:28        836.79136881         45.83519457
04/02/1980_21:07:41        837.12832142         46.26770753
04/02/1980_21:27:54        837.46527402         46.69197888
04/02/1980_21:48:08        837.80222663         47.10814551
04/02/1980_22:08:21        838.13917923         47.51635824
04/02/1980_22:28:34        838.47613184         47.91677019
04/02/1980_22:48:47        838.81308444         48.30952329
04/02/1980_23:09:00        839.15003705         48.69475483
04/02/1980_23:29:13        839.48698965         49.07260254
04/02/1980_23:49:26        839.82394226         49.44320390
05/02/1980_00:10:39        840.17774249         49.81192943
05/02/1980_00:32:57        840.54923274         50.17219865
05/02/1980_00:56:21        840.93929750         50.52635961
05/02/1980_01:20:55        841.34886550         50.86487981
05/02/1980_01:46:44        841.77891190         51.17472531
05/02/1980_02:13:49        842.23046061         51.43816246
05/02/1980_02:42:16        842.70458677         51.63247073
05/02/1980_03:12:08        843.20241923         51.73114555
05/02/1980_03:43:30        843.72514331         51.70682053
05/02/1980_04:16:26        844.27400360         51.53540569
05/02/1980_04:51:01        844.85030690         51.20031425
05/02/1980_05:27:19        845.45542537         50.69545243
05/02/1980_06:05:26        846.09079976         50.02610953
05/02/1980_06:45:28        846.75794287         49.20760335
05/02/1980_07:27:30        847.45844313         48.26240119
05/02/1980_08:11:38        848.19396841         47.21672068
05/02/1980_08:57:58        848.96626996         46.09686421
05/02/1980_09:46:37        849.77718658         44.92718106
05/02/1980_10:37:43        850.62864903         43.72919038
05/02/1980_11:31:21        851.52268460         42.52048846
05/02/1980_12:27:41        852.46142195         41.31451612
05/02/1980_13:26:49        853.44709617         40.12103395
05/02/1980_14:26:49        854.44709617         38.98476663
05/02/1980_15:26:49        855.44709617         37.91958250
05/02/1980_16:26:49        856.44709617         36.92106768
05/02/1980_17:26:49        857.44709617         35.98469046
05/02/1980_18:26:49        858.44709617         35.10596067
05/02/1980_19:26:49        859.44709617         34.28059915
05/02/1980_20:26:49        860.44709617         33.50459712
05/02/1980_21:26:49        861.44709617         32.77429268
05/02/1980_22:26:49        862.44709617         32.08632154
05/02/1980_23:26:49        863.44709617         31.43763846
06/02/1980_00:26:49        864.44709617         30.82432730
06/02/1980_01:26:49        865.44709617         30.24183553
06/02/1980_02:26:49        866.44709617         29.68527595
06/02/1980_03:26:49        867.44709617         29.15024957
06/02/1980_04:26:49        868.44709617         28.63298264
06/02/1980_05:26:49        869.44709617         28.13035132
06/02/1980_06:26:49        870.44709617         27.64027649
06/02/1980_07:26:49        871.44709617         27.16188150
06/02/1980_08:26:49        872.44709617         26.69481805
06/02/1980_09:26:49        873.44709617         26.24024304
06/02/1980_10:26:49        874.44709617         25.79972983
06/02/1980_11:26:49        875.44709617         25.37452506
06/02/1980_12:26:49        876.44709617         24.96542389
06/02/1980_13:26:49        877.44709617         24.57282726
06/02/1980_14:26:49        878.44709617         24.19636817
06/02/1980_15:26:49        879.44709617         23.83617397
06/02/1980_16:26:49        880.44709617         23.49233546
06/02/1980_17:26:49        881.44709617         23.16455098
06/02/1980_18:26:49        882.44709617         22.85219967
06/02/1980_19:26:49        883.44709617         22.55451026
06/02/1980_20:26:49        884.44709617         22.27026282
06/02/1980_21:26:49        885.44709617         21.99893117
06/02/1980_22:26:49        886.44709617         21.74020539
06/02/1980_23:26:49        887.44709617         21.49360878
07/02/1980_00:26:49        888.44709617         21.26649525
07/02/1980_01:17:26        889.29075065         21.09571527
07/02/1980_02:08:03        890.13440513         20.94505963
07/02/1980_02:58:41        890.97805961         20.81893234
07/02/1980_03:49:18        891.82171409         20.72205967
07/02/1980_04:39:55        892.66536857         20.65933768
07/02/1980_05:30:32        893.50902305         20.63493197
07/02/1980_06:21:09        894.35267753         20.65148168
07/02/1980_07:11:46        895.19633201         20.70962341
07/02/1980_08:02:23        896.03998649         20.80788928
07/02/1980_08:53:01        896.88364096         20.94292660
07/02/1980_09:43:38        897.72729544         21.10996840
07/02/1980_10:34:15        898.57094992         21.30339114
07/02/1980_11:24:52        899.41460440         21.51729209
07/02/1980_12:15:29        900.25825888         21.74597752
07/02/1980_13:06:06        901.10191336         21.98428694
07/02/1980_13:56:44        901.94556784         22.22783570
07/02/1980_14:47:21        902.78922232         22.47306048
07/02/1980_15:37:58        903.63287680         22.71718757
07/02/1980_16:28:35        904.47653128         22.95815866
07/02/1980_17:19:12        905.32018576         23.19450757
07/02/1980_18:09:49        906.16384024         23.42524016
07/02/1980_19:00:26        907.00749471         23.64972814
07/02/1980_19:51:04        907.85114919         23.86760583
07/02/1980_20:41:41        908.69480367         24.07870106
07/02/1980_21:32:18        909.53845815         24.28297261
07/02/1980_22:22:55        910.38211263         24.48047020
07/02/1980_23:13:32        911.22576711         24.67130133
08/02/1980_00:06:41        912.11160431         24.86246114
08/02/1980_00:46:39        912.77762759         24.99338331
08/02/1980_01:26:37        913.44365087         25.11516030
08/02/1980_02:06:34        914.10967415         25.22630899
08/02/1980_02:46:32        914.77569743         25.32607837
08/02/1980_03:26:30        915.44172070         25.41437450
08/02/1980_04:06:27        916.10774398         25.49182482
08/02/1980_04:46:25        916.77376726         25.55977308
08/02/1980_05:26:23        917.43979054         25.62012223
08/02/1980_06:06:20        918.10581381         25.67506386
08/02/1980_06:46:18        918.77183709         25.72676935
08/02/1980_07:26:16        919.43786037         25.77713130
08/02/1980_08:06:13        920.10388365         25.82759387
08/02/1980_08:46:11        920.76990693         25.87908641
08/02/1980_09:26:09        921.43593020         25.93204857
08/02/1980_10:06:07        922.10195348         25.98651308
08/02/1980_10:46:04        922.76797676         26.04222109
08/02/1980_11:26:02        923.43400004         26.09873569
08/02/1980_12:06:00        924.10002331         26.15554122
08/02/1980_12:45:57        924.76604659         26.21211717
08/02/1980_13:25:55        925.43206987         26.26798857
08/02/1980_14:05:53        926.09809315         26.32275354
08/02/1980_14:45:50        926.76411643         26.37609301
08/02/1980_15:25:48        927.43013970         26.42776915
08/02/1980_16:05:46        928.09616298         26.47761828
08/02/1980_16:45:43        928.76218626         26.52553817
08/02/1980_17:25:41        929.42820954         26.57147675
08/02/1980_18:05:39        930.09423281         26.61541998
08/02/1980_18:45:36        930.76025609         26.65738305
08/02/1980_19:25:34        931.42627937         26.69740147
08/02/1980_20:05:32        932.09230265         26.73552472
08/02/1980_20:45:29        932.75832593         26.77181016
08/02/1980_21:25:27        933.42434920         26.80632192
08/02/1980_22:05:25        934.09037248         26.83913597
08/02/1980_22:45:23        934.75639576         26.87031331
08/02/1980_23:25:20        935.42241904         26.89991814
09/02/1980_00:07:18        936.12174348         26.92781390
09/02/1980_00:51:21        936.85603414         26.94672948
09/02/1980_01:37:37        937.62703934         26.95661285
09/02/1980_02:26:11        938.43659480         26.94903763
09/02/1980_03:17:11        939.28662802         26.91177944
09/02/1980_04:10:44        940.17916292         26.82957565
09/02/1980_05:06:58        941.11632455         26.68595283
09/02/1980_06:06:01        942.10034427         26.46740172
09/02/1980_07:06:01        943.10034427         26.17904354
09/02/1980_08:06:01        944.10034427         25.83524408
09/02/1980_09:06:01        945.10034427         25.44961468
09/02/1980_10:06:01        946.10034427         25.03610644
09/02/1980_11:06:01        947.10034427         24.60755028
09/02/1980_12:06:01        948.10034427         24.17495209
09/02/1980_13:06:01        949.10034427         23.74565204
09/02/1980_14:06:01        950.10034427         23.32527051
09/02/1980_15:06:01        951.10034427         22.91793634
09/02/1980_16:06:01        952.10034427         22.52581738
09/02/1980_17:06:01        953.10034427         22.14969334
09/02/1980_18:06:01        954.10034427         21.78968508
09/02/1980_19:06:01        955.10034427         21.44590149
09/02/1980_20:06:01        956.10034427         21.11743624
09/02/1980_21:06:01        957.10034427         20.80370612
09/02/1980_22:06:01        958.10034427         20.50417145
09/02/1980_23:06:01        959.10034427         20.21841720
10/02/1980_00:06:01        960.10034427         19.94550192
10/02/1980_01:06:01        961.10034427         19.68076989
10/02/1980_02:06:01        962.10034427         19.42276730
10/02/1980_03:06:01        963.10034427         19.16932419
10/02/1980_04:06:01        964.10034427         18.91729857
10/02/1980_05:06:01        965.10034427         18.66295535
10/02/1980_06:06:01        966.10034427         18.40301012
10/02/1980_07:06:01        967.10034427         18.13527660
10/02/1980_08:06:01        968.10034427         17.85889448
10/02/1980_09:06:01        969.10034427         17.57440516
10/02/1980_10:06:01        970.10034427         17.28347386
10/02/1980_11:06:01        971.10034427         16.98851868
10/02/1980_12:06:01        972.10034427         16.69225067
10/02/1980_13:06:01        973.10034427         16.39741543
10/02/1980_14:06:01        974.10034427         16.10646523
10/02/1980_15:06:01        975.10034427         15.82134332
10/02/1980_16:06:01        976.10034427         15.54357691
10/02/1980_17:06:01        977.10034427         15.27426315
10/02/1980_18:06:01        978.10034427         15.01403873
10/02/1980_19:06:01        979.10034427         14.76311656
10/02/1980_20:06:01        980.10034427         14.52151217
10/02/1980_21:06:01        981.10034427         14.28915737
10/02/1980_22:06:01        982.10034427         14.06592934
10/02/1980_23:06:01        983.10034427         13.85167722
11/02/1980_00:06:01        984.10034427         13.64609784
11/02/1980_01:06:01        985.10034427         13.44819824
11/02/1980_02:06:01        986.10034427         13.25779662
11/02/1980_03:06:01        987.10034427         13.07409574
11/02/1980_04:06:01        988.10034427         12.89629705
11/02/1980_05:06:01        989.10034427         12.72362900
11/02/1980_06:06:01        990.10034427         12.55539755
11/02/1980_07:06:01        991.10034427         12.39104223
11/02/1980_08:06:01        992.10034427         12.23016759
11/02/1980_09:06:01        993.10034427         12.07255613
11/02/1980_10:06:01        994.10034427         11.91816317
11/02/1980_11:06:01        995.10034427         11.76707034
11/02/1980_12:06:01        996.10034427         11.61943223
11/02/1980_13:06:01        997.10034427         11.47543405
11/02/1980_14:06:01        998.10034427         11.33525288
11/02/1980_15:06:01        999.10034427         11.19903543
11/02/1980_16:06:01       1000.10034427         11.06689035
11/02/1980_17:06:01       1001.10034427         10.93887682
11/02/1980_18:06:01       1002.10034427         10.81501568
11/02/1980_19:06:01       1003.10034427         10.69528681
11/02/1980_20:06:01       1004.10034427         10.57963733
11/02/1980_21:06:01       1005.10034427         10.46797769
11/02/1980_22:06:01       1006.10034427         10.36021316
11/02/1980_23:06:01       1007.10034427         10.25622799
12/02/1980_00:06:01       1008.10034427         10.15588000
12/02/1980_01:06:01       1009.10034427         10.05893223
12/02/1980_02:06:01       1010.10034427          9.96538484
12/02/1980_03:06:01       1011.10034427          9.87507828
12/02/1980_04:06:01       1012.10034427          9.78787416
12/02/1980_05:06:01       1013.10034427          9.70363817
12/02/1980_06:06:01       1014.10034427          9.62224186
12/02/1980_07:06:01       1015.10034427          9.54355945
12/02/1980_08:06:01       1016.10034427          9.46746776
12/02/1980_09:06:01       1017.10034427          9.39385186
12/02/1980_10:06:01       1018.10034427          9.32260271
12/02/1980_11:06:01       1019.10034427          9.25361513
12/02/1980_12:06:01       1020.10034427          9.18678960
12/02/1980_13:06:01       1021.10034427          9.12203297
12/02/1980_14:06:01       1022.10034427          9.05925588
12/02/1980_15:06:01       1023.10034427          8.99837348
12/02/1980_16:06:01       1024.10034427          8.93930756
12/02/1980_17:06:01       1025.10034427          8.88198244
12/02/1980_18:06:01       1026.10034427          8.82632696
12/02/1980_19:06:01       1027.10034427          8.77227177
12/02/1980_20:06:01       1028.10034427          8.71975048
12/02/1980_21:06:01       1029.10034427          8.66869674
12/02/1980_22:06:01       1030.10034427          8.61904650
12/02/1980_23:06:01       1031.10034427          8.57073965
13/02/1980_00:06:01       1032.10034427          8.52376439
13/02/1980_01:06:01       1033.10034427          8.47844388
13/02/1980_02:06:01       1034.10034427          8.43436060
13/02/1980_03:06:01       1035.10034427          8.39154850
13/02/1980_04:06:01       1036.10034427          8.34999670
13/02/1980_05:06:01       1037.10034427          8.30966279
13/02/1980_06:06:01       1038.10034427          8.27048196
13/02/1980_07:06:01       1039.10034427          8.23238264
13/02/1980_08:06:01       1040.10034427          8.19529909
13/02/1980_09:06:01       1041.10034427          8.15917593
13/02/1980_10:06:01       1042.10034427          8.12396868
13/02/1980_11:06:01       1043.10034427          8.08963941
13/02/1980_12:06:01       1044.10034427          8.05614821
13/02/1980_13:06:01       1045.10034427          8.02347035
13/02/1980_14:06:01       1046.10034427          7.99157865
13/02/1980_15:06:01       1047.10034427          7.96044605
13/02/1980_16:06:01       1048.10034427          7.93004484
13/02/1980_17:06:01       1049.10034427          7.90035062
13/02/1980_18:06:01       1050.10034427          7.87134350
13/02/1980_19:06:01       1051.10034427          7.84300246
13/02/1980_20:06:01       1052.10034427          7.81530536
13/02/1980_21:06:01       1053.10034427          7.78823213
13/02/1980_22:06:01       1054.10034427          7.76176053
13/02/1980_23:06:01       1055.10034427          7.73587042
14/02/1980_00:06:01       1056.10034427          7.71153356
14/02/1980_01:06:01       1057.10034427          7.69659190
14/02/1980_02:06:01       1058.10034427          7.68198279
14/02/1980_03:06:01       1059.10034427          7.67195533
14/02/1980_04:06:01       1060.10034427          7.66736388
14/02/1980_05:06:01       1061.10034427          7.67053842
14/02/1980_06:06:01       1062.10034427          7.68229346
14/02/1980_07:06:01       1063.10034427          7.70296029
14/02/1980_08:06:01       1064.10034427          7.73327719
14/02/1980_09:06:01       1065.10034427          7.77459166
14/02/1980_10:06:01       1066.10034427          7.82872948
14/02/1980_11:06:01       1067.10034427          7.89775813
14/02/1980_12:06:01       1068.10034427          7.98373023
14/02/1980_13:06:01       1069.10034427          8.08846254
14/02/1980_14:06:01       1070.10034427          8.21337386
14/02/1980_15:06:01       1071.10034427          8.35935451
14/02/1980_16:06:01       1072.10034427          8.52666192
14/02/1980_17:06:01       1073.10034427          8.71486786
14/02/1980_18:06:01       1074.10034427          8.92288539
14/02/1980_19:06:01       1075.10034427          9.14904101
14/02/1980_20:06:01       1076.10034427          9.39122315
14/02/1980_21:06:01       1077.10034427          9.64702511
14/02/1980_22:06:01       1078.10034427          9.91392507
14/02/1980_23:06:01       1079.10034427         10.18941758
15/02/1980_00:06:01       1080.10034427         10.46943423
15/02/1980_01:06:01       1081.10034427         10.73815868
15/02/1980_02:06:01       1082.10034427         10.99893073
15/02/1980_03:06:01       1083.10034427         11.24534360
15/02/1980_04:06:01       1084.10034427         11.46923928
15/02/1980_05:06:01       1085.10034427         11.66429583
15/02/1980_06:06:01       1086.10034427         11.82410675
15/02/1980_07:06:01       1087.10034427         11.94327710
15/02/1980_08:06:01       1088.10034427         12.01862754
15/02/1980_09:06:01       1089.10034427         12.04986279
15/02/1980_10:06:01       1090.10034427         12.03952675
15/02/1980_11:06:01       1091.10034427         11.99238280
15/02/1980_12:06:01       1092.10034427         11.91453006
15/02/1980_13:06:01       1093.10034427         11.81253310
15/02/1980_14:06:01       1094.10034427         11.69272101
15/02/1980_15:06:01       1095.10034427         11.56073477
15/02/1980_16:06:01       1096.10034427         11.42130496
15/02/1980_17:06:01       1097.10034427         11.27819199
15/02/1980_18:06:01       1098.10034427         11.13424619
15/02/1980_19:06:01       1099.10034427         10.99153856
15/02/1980_20:06:01       1100.10034427         10.85150383
15/02/1980_21:06:01       1101.10034427         10.71508418
15/02/1980_22:06:01       1102.10034427         10.58285248
15/02/1980_23:06:01       1103.10034427         10.45511049
16/02/1980_00:06:01       1104.10034427         10.33212298
16/02/1980_01:06:01       1105.10034427         10.21512382
16/02/1980_02:06:01       1106.10034427         10.10294299
16/02/1980_03:06:01       1107.10034427          9.99564391
16/02/1980_04:06:01       1108.10034427          9.89444275
16/02/1980_05:06:01       1109.10034427          9.79728395
16/02/1980_06:06:01       1110.10034427          9.70559501
16/02/1980_07:06:01       1111.10034427          9.61918628
16/02/1980_08:06:01       1112.10034427          9.53689882
16/02/1980_09:06:01       1113.10034427          9.46045854
16/02/1980_10:06:01       1114.10034427          9.38969244
16/02/1980_11:06:01       1115.10034427          9.32324094
16/02/1980_12:06:01       1116.10034427          9.26272220
16/02/1980_13:06:01       1117.10034427          9.20768369
16/02/1980_14:06:01       1118.10034427          9.15642220
16/02/1980_15:06:01       1119.10034427          9.10992191
16/02/1980_16:06:01       1120.10034427          9.06638752
16/02/1980_17:06:01       1121.10034427          9.02710914
16/02/1980_18:06:01       1122.10034427          8.99112451
16/02/1980_19:06:01       1123.10034427          8.95654385
16/02/1980_20:06:01       1124.10034427          8.92464625
16/02/1980_21:06:01       1125.10034427          8.89485753
16/02/1980_22:06:01       1126.10034427          8.86557383
16/02/1980_23:06:01       1127.10034427          8.83822727
17/02/1980_00:06:01       1128.10034427          8.81084968
17/02/1980_01:06:01       1129.10034427          8.78198144
17/02/1980_02:06:01       1130.10034427          8.75267204
17/02/1980_03:06:01       1131.10034427          8.72245494
17/02/1980_04:06:01       1132.10034427          8.69094270
17/02/1980_05:06:01       1133.10034427          8.65782722
17/02/1980_06:06:01       1134.10034427          8.62289623
17/02/1980_07:06:01       1135.10034427          8.58604746
17/02/1980_08:06:01       1136.10034427          8.54729539
17/02/1980_09:06:01       1137.10034427          8.50676352
17/02/1980_10:06:01       1138.10034427          8.46466837
17/02/1980_11:06:01       1139.10034427          8.42129699
17/02/1980_12:06:01       1140.10034427          8.37697049
17/02/1980_13:06:01       1141.10034427          8.33202174
17/02/1980_14:06:01       1142.10034427          8.28676663
17/02/1980_15:06:01       1143.10034427          8.24147827
17/02/1980_16:06:01       1144.10034427          8.19640530
17/02/1980_17:06:01       1145.10034427          8.15176366
17/02/1980_18:06:01       1146.10034427          8.10772305
17/02/1980_19:06:01       1147.10034427          8.06440601
17/02/1980_20:06:01       1148.10034427          8.02189747
17/02/1980_21:06:01       1149.10034427          7.98025355
17/02/1980_22:06:01       1150.10034427          7.93951271
17/02/1980_23:06:01       1151.10034427          7.89968995
18/02/1980_00:06:01       1152.10034427          7.86087296
18/02/1980_01:06:01       1153.10034427          7.82370672
18/02/1980_02:06:01       1154.10034427          7.78754639
18/02/1980_03:06:01       1155.10034427          7.75250565
18/02/1980_04:06:01       1156.10034427          7.71860942
18/02/1980_05:06:01       1157.10034427          7.68581235
18/02/1980_06:06:01       1158.10034427          7.65402723
18/02/1980_07:06:01       1159.10034427          7.62315375
18/02/1980_08:06:01       1160.10034427          7.59310427
18/02/1980_09:06:01       1161.10034427          7.56381971
18/02/1980_10:06:01       1162.10034427          7.53527224
18/02/1980_11:06:01       1163.10034427          7.50747541
18/02/1980_12:06:01       1164.10034427          7.48048800
18/02/1980_13:06:01       1165.10034427          7.45439752
18/02/1980_14:06:01       1166.10034427          7.42930194
18/02/1980_15:06:01       1167.10034427          7.40527523
18/02/1980_16:06:01       1168.10034427          7.38235847
18/02/1980_17:06:01       1169.10034427          7.36054997
18/02/1980_18:06:01       1170.10034427          7.33981725
18/02/1980_19:06:01       1171.10034427          7.32115561
18/02/1980_20:06:01       1172.10034427          7.30307579
18/02/1980_21:06:01       1173.10034427          7.28552180
18/02/1980_22:06:01       1174.10034427          7.26853300
18/02/1980_23:06:01       1175.10034427          7.25317676
19/02/1980_00:06:01       1176.10034427          7.23795275
19/02/1980_01:06:01       1177.10034427          7.22199059
19/02/1980_02:06:01       1178.10034427          7.20630390
19/02/1980_03:06:01       1179.10034427          7.19069830
19/02/1980_04:06:01       1180.10034427          7.17499817
19/02/1980_05:06:01       1181.10034427          7.15906805
19/02/1980_06:06:01       1182.10034427          7.14281962
19/02/1980_07:06:01       1183.10034427          7.12621100
19/02/1980_08:06:01       1184.10034427          7.10923627
19/02/1980_09:06:01       1185.10034427          7.09191119
19/02/1980_10:06:01       1186.10034427          7.07427196
19/02/1980_11:06:01       1187.10034427          7.05636671
19/02/1980_12:06:01       1188.10034427          7.03824958
19/02/1980_13:06:01       1189.10034427          7.01997817
19/02/1980_14:06:01       1190.10034427          7.00161002
19/02/1980_15:06:01       1191.10034427          6.98319973
19/02/1980_16:06:01       1192.10034427          6.96479795
19/02/1980_17:06:01       1193.10034427          6.94644694
19/02/1980_18:06:01       1194.10034427          6.92818306
19/02/1980_19:06:01       1195.10034427          6.91003638
19/02/1980_20:06:01       1196.10034427          6.89203151
19/02/1980_21:06:01       1197.10034427          6.87418585
19/02/1980_22:06:01       1198.10034427          6.85651267
19/02/1980_23:06:01       1199.10034427          6.83902096
20/02/1980_00:06:01       1200.10034427          6.82204791
20/02/1980_01:06:01       1201.10034427          6.80821865
20/02/1980_02:06:01       1202.10034427          6.79453362
20/02/1980_03:06:01       1203.10034427          6.78142196
20/02/1980_04:06:01       1204.10034427          6.76908923
20/02/1980_05:06:01       1205.10034427          6.75758335
20/02/1980_06:06:01       1206.10034427          6.74796115
20/02/1980_07:06:01       1207.10034427          6.73997817
20/02/1980_08:06:01       1208.10034427          6.73313798
20/02/1980_09:06:01       1209.10034427          6.72750800
20/02/1980_10:06:01       1210.10034427          6.72328024
20/02/1980_11:06:01       1211.10034427          6.72079386
20/02/1980_12:06:01       1212.10034427          6.72055695
20/02/1980_13:06:01       1213.10034427          6.72306219
20/02/1980_14:06:01       1214.10034427          6.72879248
20/02/1980_15:06:01       1215.10034427          6.73810232
20/02/1980_16:06:01       1216.10034427          6.75119959
20/02/1980_17:06:01       1217.10034427          6.76828340
20/02/1980_18:06:01       1218.10034427          6.78944360
20/02/1980_19:06:01       1219.10034427          6.81462327
20/02/1980_20:06:01       1220.10034427          6.84375146
20/02/1980_21:06:01       1221.10034427          6.87664158
20/02/1980_22:06:01       1222.10034427          6.91306099
20/02/1980_23:06:01       1223.10034427          6.95265210
21/02/1980_00:06:01       1224.10034427          6.99647108
21/02/1980_00:30:57       1224.51600113          7.02034939
21/02/1980_00:55:53       1224.93165800          7.04493074
21/02/1980_01:20:50       1225.34731486          7.07094672
21/02/1980_01:45:46       1225.76297172          7.09888910
21/02/1980_02:10:43       1226.17862858          7.12902421
21/02/1980_02:35:39       1226.59428545          7.16147636
21/02/1980_03:00:35       1227.00994231          7.19630616
21/02/1980_03:25:32       1227.42559917          7.23356255
21/02/1980_03:50:28       1227.84125604          7.27331368
21/02/1980_04:15:24       1228.25691290          7.31566340
21/02/1980_04:40:21       1228.67256976          7.36076293
21/02/1980_05:05:17       1229.08822663          7.40882470
21/02/1980_05:30:13       1229.50388349          7.46013575
21/02/1980_05:55:10       1229.91954035          7.51507150
21/02/1980_06:20:06       1230.33519722          7.57411609
21/02/1980_06:45:03       1230.75085408          7.63787839
21/02/1980_07:09:59       1231.16651094          7.70711072
21/02/1980_07:34:55       1231.58216781          7.78271253
21/02/1980_07:59:52       1231.99782467          7.86573769
21/02/1980_08:24:48       1232.41348153          7.95738446
21/02/1980_08:49:44       1232.82913839          8.05898380
21/02/1980_09:14:41       1233.24479526          8.17196916
21/02/1980_09:39:37       1233.66045212          8.29784000
21/02/1980_10:04:34       1234.07610898          8.43811169
21/02/1980_10:29:30       1234.49176585          8.59424828
21/02/1980_10:54:26       1234.90742271          8.76758946
21/02/1980_11:19:23       1235.32307957          8.95927290
21/02/1980_11:44:19       1235.73873644          9.17013807
21/02/1980_12:09:15       1236.15439330          9.40066164
21/02/1980_12:34:12       1236.57005016          9.65088709
21/02/1980_12:59:08       1236.98570703          9.92038507
21/02/1980_13:24:04       1237.40136389         10.20825305
21/02/1980_13:49:01       1237.81702075         10.51312547
21/02/1980_14:13:57       1238.23267762         10.83324217
21/02/1980_14:38:54       1238.64833448         11.16652984
21/02/1980_15:03:50       1239.06399134         11.51070149
21/02/1980_15:28:46       1239.47964821         11.86336545
21/02/1980_15:53:43       1239.89530507         12.22214063
21/02/1980_16:18:39       1240.31096193         12.58474638
21/02/1980_16:43:35       1240.72661879         12.94907783
21/02/1980_17:08:32       1241.14227566         13.31327112
21/02/1980_17:33:28       1241.55793252         13.67571876
21/02/1980_17:58:24       1241.97358938         14.03509523
21/02/1980_18:23:21       1242.38924625         14.39034216
21/02/1980_18:48:17       1242.80490311         14.74065667
21/02/1980_19:13:14       1243.22055997         15.08546213
21/02/1980_19:38:10       1243.63621684         15.42437612
21/02/1980_20:03:06       1244.05187370         15.75717561
21/02/1980_20:28:03       1244.46753056         16.08377084
21/02/1980_20:52:59       1244.88318743         16.40417474
21/02/1980_21:17:55       1245.29884429         16.71847589
21/02/1980_21:42:52       1245.71450115         17.02681996
21/02/1980_22:07:48       1246.13015802         17.32939480
21/02/1980_22:32:44       1246.54581488         17.62640731
21/02/1980_22:57:41       1246.96147174         17.91808439
21/02/1980_23:22:37       1247.37712860         18.20465667
21/02/1980_23:47:34       1247.79278547         18.48635168
22/02/1980_00:13:45       1248.22922517         18.77490029
22/02/1980_00:41:14       1248.68748687         19.06976621
22/02/1980_01:10:07       1249.16866164         19.37154918
22/02/1980_01:40:26       1249.67389516         19.67899126
22/02/1980_02:12:15       1250.20439035         19.99013157
22/02/1980_02:45:41       1250.76141030         20.30157529
22/02/1980_03:20:46       1251.34628125         20.60763450
22/02/1980_03:57:37       1251.96039574         20.89976858
22/02/1980_04:36:18       1252.60521596         21.16642162
22/02/1980_05:16:56       1253.28227719         21.39450349
22/02/1980_05:59:35       1253.99319148         21.57134421
22/02/1980_06:44:22       1254.73965149         21.68719038
22/02/1980_07:31:24       1255.52343450         21.73721120
22/02/1980_08:20:47       1256.34640666         21.72234265
22/02/1980_09:12:37       1257.21052742         21.64880388
22/02/1980_10:07:04       1258.11785423         21.52661887
22/02/1980_11:04:13       1259.07054737         21.36770264
22/02/1980_12:04:13       1260.07054737         21.18412569
22/02/1980_13:04:13       1261.07054737         20.99592647
22/02/1980_14:04:13       1262.07054737         20.81096517
22/02/1980_15:04:13       1263.07054737         20.63395802
22/02/1980_16:04:13       1264.07054737         20.46738377
22/02/1980_17:04:13       1265.07054737         20.31225620
22/02/1980_18:04:13       1266.07054737         20.16869304
22/02/1980_19:04:13       1267.07054737         20.03632123
22/02/1980_20:04:13       1268.07054737         19.91452840
22/02/1980_21:04:13       1269.07054737         19.80260806
22/02/1980_22:04:13       1270.07054737         19.69983216
22/02/1980_23:04:13       1271.07054737         19.60548042
23/02/1980_00:04:13       1272.07054737         19.51704651
23/02/1980_01:04:13       1273.07054737         19.41210605
23/02/1980_02:04:13       1274.07054737         19.29641722
23/02/1980_03:04:13       1275.07054737         19.16259860
23/02/1980_04:04:13       1276.07054737         19.00214716
23/02/1980_05:04:13       1277.07054737         18.81057352
23/02/1980_06:04:13       1278.07054737         18.58472604
23/02/1980_07:04:13       1279.07054737         18.32379778
23/02/1980_08:04:13       1280.07054737         18.02983313
23/02/1980_09:04:13       1281.07054737         17.70744205
23/02/1980_10:04:13       1282.07054737         17.36297906
23/02/1980_11:04:13       1283.07054737         17.00354428
23/02/1980_12:04:13       1284.07054737         16.63607535
23/02/1980_13:04:13       1285.07054737         16.26672844
23/02/1980_14:04:13       1286.07054737         15.90054800
23/02/1980_15:04:13       1287.07054737         15.54137104
23/02/1980_16:04:13       1288.07054737         15.19191488
23/02/1980_17:04:13       1289.07054737         14.85393833
23/02/1980_18:04:13       1290.07054737         14.52836934
23/02/1980_19:04:13       1291.07054737         14.21578630
23/02/1980_20:04:13       1292.07054737         13.91617179
23/02/1980_21:04:13       1293.07054737         13.62928711
23/02/1980_22:04:13       1294.07054737         13.35473696
23/02/1980_23:04:13       1295.07054737         13.09202847
24/02/1980_00:04:13       1296.07054737         12.84064263
24/02/1980_01:04:13       1297.07054737         12.60022431
24/02/1980_02:04:13       1298.07054737         12.37004298
24/02/1980_03:04:13       1299.07054737         12.14959479
24/02/1980_04:04:13       1300.07054737         11.93836748
24/02/1980_05:04:13       1301.07054737         11.73586277
