Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
19/01/1980_09:42:04        441.70125018          6.72926185
19/01/1980_10:42:04        442.70125018          6.72192431
19/01/1980_11:42:04        443.70125018          6.71461901
19/01/1980_12:42:04        444.70125018          6.70735026
19/01/1980_13:42:04        445.70125018          6.70012496
19/01/1980_14:42:04        446.70125018          6.69295161
19/01/1980_15:42:04        447.70125018          6.68583933
19/01/1980_16:42:04        448.70125018          6.67879609
19/01/1980_17:42:04        449.70125018          6.67182753
19/01/1980_18:42:04        450.70125018          6.66493762
19/01/1980_19:42:04        451.70125018          6.65813041
19/01/1980_20:42:04        452.70125018          6.65140892
19/01/1980_21:42:04        453.70125018          6.64477342
19/01/1980_22:42:04        454.70125018          6.63822533
19/01/1980_23:42:04        455.70125018          6.63176424
20/01/1980_00:42:04        456.70125018          6.63156985
20/01/1980_01:42:04        457.70125018          6.63737049
20/01/1980_02:42:04        458.70125018          6.64734831
20/01/1980_03:42:04        459.70125018          6.66401739
20/01/1980_04:42:04        460.70125018          6.68812466
20/01/1980_05:42:04        461.70125018          6.71954669
20/01/1980_06:42:04        462.70125018          6.75811923
20/01/1980_07:42:04        463.70125018          6.80390759
20/01/1980_08:42:04        464.70125018          6.85722472
20/01/1980_09:42:04        465.70125018          6.91857215
20/01/1980_10:42:04        466.70125018          6.98857285
20/01/1980_11:42:04        467.70125018          7.06790088
20/01/1980_12:42:04        468.70125018          7.15722320
20/01/1980_13:42:04        469.70125018          7.25713520
20/01/1980_14:42:04        470.70125018          7.36811095
20/01/1980_15:42:04        471.70125018          7.49044911
20/01/1980_16:42:04        472.70125018          7.62422773
20/01/1980_17:42:04        473.70125018          7.76927564
20/01/1980_18:42:04        474.70125018          7.92516838
20/01/1980_19:42:04        475.70125018          8.09123059
20/01/1980_20:42:04        476.70125018          8.26657250
20/01/1980_21:42:04        477.70125018          8.45012089
20/01/1980_22:42:04        478.70125018          8.64067113
20/01/1980_23:42:04        479.70125018          8.83694719
21/01/1980_00:20:13        480.33721898          8.96908252
21/01/1980_00:46:43        480.77865301          9.06505761
21/01/1980_01:13:12        481.22008705          9.16323440
21/01/1980_01:39:41        481.66152108          9.26410095
21/01/1980_02:06:10        482.10295511          9.36778739
21/01/1980_02:32:39        482.54438914          9.47437938
21/01/1980_02:59:08        482.98582318          9.58400243
21/01/1980_03:25:38        483.42725721          9.69687090
21/01/1980_03:52:07        483.86869124          9.81330457
21/01/1980_04:18:36        484.31012528          9.93375616
21/01/1980_04:45:05        484.75155931         10.05881395
21/01/1980_05:11:34        485.19299334         10.18921183
21/01/1980_05:38:03        485.63442738         10.32583107
21/01/1980_06:04:33        486.07586141         10.46969034
21/01/1980_06:31:02        486.51729544         10.62193825
21/01/1980_06:57:31        486.95872947         10.78382891
21/01/1980_07:24:00        487.40016351         10.95668776
21/01/1980_07:50:29        487.84159754         11.14186569
21/01/1980_08:16:58        488.28303157         11.34067101
21/01/1980_08:43:28        488.72446561         11.55430213
21/01/1980_09:09:57        489.16589964         11.78377475
21/01/1980_09:36:26        489.60733367         12.02985048
21/01/1980_10:02:55        490.04876770         12.29298334
21/01/1980_10:29:24        490.49020174         12.57327046
21/01/1980_10:55:53        490.93163577         12.87043681
21/01/1980_11:22:23        491.37306980         13.18382784
21/01/1980_11:48:52        491.81450384         13.51243273
21/01/1980_12:15:21        492.25593787         13.85493461
21/01/1980_12:41:50        492.69737190         14.20977421
21/01/1980_13:08:19        493.13880594         14.57523003
21/01/1980_13:34:48        493.58023997         14.94950068
21/01/1980_14:01:18        494.02167400         15.33079029
21/01/1980_14:27:47        494.46310803         15.71738152
21/01/1980_14:54:16        494.90454207         16.10769626
21/01/1980_15:20:45        495.34597610         16.50032836
21/01/1980_15:47:14        495.78741013         16.89404822
21/01/1980_16:13:43        496.22884417         17.28780117
21/01/1980_16:40:13        496.67027820         17.68068194
21/01/1980_17:06:42        497.11171223         18.07190816
21/01/1980_17:33:11        497.55314626         18.46077874
21/01/1980_17:59:40        497.99458030         18.84666339
21/01/1980_18:26:09        498.43601433         19.22898273
21/01/1980_18:52:38        498.87744836         19.60719739
21/01/1980_19:19:07        499.31888240         19.98079883
21/01/1980_19:45:37        499.76031643         20.34931938
21/01/1980_20:12:06        500.20175046         20.71232077
21/01/1980_20:38:35        500.64318450         21.06940962
21/01/1980_21:05:04        501.08461853         21.42031748
21/01/1980_21:31:33        501.52605256         21.76464241
21/01/1980_21:58:02        501.96748659         22.10217480
21/01/1980_22:24:32        502.40892063         22.43274381
21/01/1980_22:51:01        502.85035466         22.75622293
21/01/1980_23:17:30        503.29178869         23.07254390
21/01/1980_23:43:59        503.73322273         23.38168704
22/01/1980_00:07:50        504.13061288         23.65683482
22/01/1980_00:27:38        504.46072877         23.88623129
22/01/1980_00:47:27        504.79084465         24.11366685
22/01/1980_01:07:15        505.12096054         24.34015888
22/01/1980_01:27:03        505.45107642         24.56634195
22/01/1980_01:46:52        505.78119231         24.79284712
22/01/1980_02:06:40        506.11130819         25.02036158
22/01/1980_02:26:29        506.44142408         25.24970470
22/01/1980_02:46:17        506.77153996         25.48162406
22/01/1980_03:06:05        507.10165585         25.71704727
22/01/1980_03:25:54        507.43177174         25.95694560
22/01/1980_03:45:42        507.76188762         26.20230192
22/01/1980_04:05:31        508.09200351         26.45408202
22/01/1980_04:25:19        508.42211939         26.71317830
22/01/1980_04:45:08        508.75223528         26.98036630
22/01/1980_05:04:56        509.08235116         27.25624753
22/01/1980_05:24:44        509.41246705         27.54121225
22/01/1980_05:44:33        509.74258293         27.83540956
22/01/1980_06:04:21        510.07269882         28.13873667
22/01/1980_06:24:10        510.40281471         28.45083809
22/01/1980_06:43:58        510.73293059         28.77113014
22/01/1980_07:03:46        511.06304648         29.09883165
22/01/1980_07:23:35        511.39316236         29.43300945
22/01/1980_07:43:23        511.72327825         29.77262593
22/01/1980_08:03:12        512.05339413         30.11658017
22/01/1980_08:23:00        512.38351002         30.46378174
22/01/1980_08:42:49        512.71362590         30.81314632
22/01/1980_09:02:37        513.04374179         31.16365184
22/01/1980_09:22:25        513.37385767         31.51436614
22/01/1980_09:42:14        513.70397356         31.86446507
22/01/1980_10:02:02        514.03408945         32.21324189
22/01/1980_10:21:51        514.36420533         32.56010882
22/01/1980_10:41:39        514.69432122         32.90459070
22/01/1980_11:01:27        515.02443710         33.24631544
22/01/1980_11:21:16        515.35455299         33.58499536
22/01/1980_11:41:04        515.68466887         33.92041539
22/01/1980_12:00:53        516.01478476         34.25240750
22/01/1980_12:20:41        516.34490064         34.58084940
22/01/1980_12:40:30        516.67501653         34.90565462
22/01/1980_13:00:18        517.00513242         35.22676681
22/01/1980_13:20:06        517.33524830         35.54416209
22/01/1980_13:39:55        517.66536419         35.85784463
22/01/1980_13:59:43        517.99548007         36.16784084
22/01/1980_14:19:32        518.32559596         36.47419055
22/01/1980_14:39:20        518.65571184         36.77693563
22/01/1980_14:59:08        518.98582773         37.07613664
22/01/1980_15:18:57        519.31594361         37.37185766
22/01/1980_15:38:45        519.64605950         37.66416208
22/01/1980_15:58:34        519.97617538         37.95311518
22/01/1980_16:18:22        520.30629127         38.23877864
22/01/1980_16:38:11        520.63640716         38.52121304
22/01/1980_16:57:59        520.96652304         38.80047110
22/01/1980_17:17:47        521.29663893         39.07659654
22/01/1980_17:37:36        521.62675481         39.34962603
22/01/1980_17:57:24        521.95687070         39.61958938
22/01/1980_18:17:13        522.28698658         39.88651199
22/01/1980_18:37:01        522.61710247         40.15042165
22/01/1980_18:56:49        522.94721835         40.41135647
22/01/1980_19:16:38        523.27733424         40.66937048
22/01/1980_19:36:26        523.60745013         40.92453995
22/01/1980_19:56:15        523.93756601         41.17696420
22/01/1980_20:16:03        524.26768190         41.42677424
22/01/1980_20:35:52        524.59779778         41.67412557
22/01/1980_20:55:40        524.92791367         41.91920073
22/01/1980_21:15:28        525.25802955         42.16220138
22/01/1980_21:35:17        525.58814544         42.40334167
22/01/1980_21:55:05        525.91826132         42.64284411
22/01/1980_22:14:54        526.24837721         42.88092791
22/01/1980_22:34:42        526.57849309         43.11780521
22/01/1980_22:54:31        526.90860898         43.35367054
22/01/1980_23:14:19        527.23872487         43.58869348
22/01/1980_23:34:07        527.56884075         43.82301387
22/01/1980_23:53:56        527.89895664         44.05673692
23/01/1980_00:14:44        528.24557832         44.28935975
23/01/1980_00:36:34        528.60953108         44.52249922
23/01/1980_00:59:30        528.99168148         44.75567519
23/01/1980_01:23:34        529.39293940         44.98300970
23/01/1980_01:48:51        529.81426022         45.19629679
23/01/1980_02:15:23        530.25664708         45.38389630
23/01/1980_02:43:16        530.72115328         45.53003180
23/01/1980_03:12:31        531.20888480         45.61502967
23/01/1980_03:43:15        531.72100288         45.61690947
23/01/1980_04:15:31        532.25872688         45.51427195
23/01/1980_04:49:24        532.82333707         45.28973384
23/01/1980_05:24:58        533.41617777         44.93314895
23/01/1980_06:02:19        534.03866051         44.44337169
23/01/1980_06:41:32        534.69226738         43.82820206
23/01/1980_07:22:42        535.37855460         43.10272419
23/01/1980_08:05:56        536.09915617         42.28670583
23/01/1980_08:51:20        536.85578783         41.40181730
23/01/1980_09:39:00        537.65025107         40.46921807
23/01/1980_10:29:03        538.48443747         39.50789854
23/01/1980_11:21:37        539.36033319         38.53374765
23/01/1980_12:16:48        540.28002370         37.55935315
23/01/1980_13:12:41        541.21141824         36.62698751
23/01/1980_14:08:34        542.14281279         35.74947368
23/01/1980_15:04:27        543.07420733         34.92523627
23/01/1980_16:00:20        544.00560188         34.15174558
23/01/1980_16:56:13        544.93699642         33.42597617
23/01/1980_17:52:06        545.86839097         32.74475532
23/01/1980_18:47:59        546.79978551         32.10495230
23/01/1980_19:43:52        547.73118006         31.50359804
23/01/1980_20:39:45        548.66257460         30.93792873
23/01/1980_21:35:38        549.59396915         30.40539832
23/01/1980_22:31:31        550.52536369         29.90368107
23/01/1980_23:27:24        551.45675824         29.43065810
24/01/1980_00:26:05        552.43472251         28.95497669
24/01/1980_01:26:05        553.43472251         28.47957313
24/01/1980_02:26:05        554.43472251         28.01112621
24/01/1980_03:26:05        555.43472251         27.54047503
24/01/1980_04:26:05        556.43472251         27.06106402
24/01/1980_05:26:05        557.43472251         26.56837686
24/01/1980_06:26:05        558.43472251         26.06146078
24/01/1980_07:26:05        559.43472251         25.54179630
24/01/1980_08:26:05        560.43472251         25.01303452
24/01/1980_09:26:05        561.43472251         24.48078762
24/01/1980_10:26:05        562.43472251         23.95045343
24/01/1980_11:26:05        563.43472251         23.42731549
24/01/1980_12:26:05        564.43472251         22.91537450
24/01/1980_13:26:05        565.43472251         22.41763966
24/01/1980_14:26:05        566.43472251         21.93673083
24/01/1980_15:26:05        567.43472251         21.47404123
24/01/1980_16:26:05        568.43472251         21.03052542
24/01/1980_17:26:05        569.43472251         20.60619218
24/01/1980_18:26:05        570.43472251         20.20057209
24/01/1980_19:26:05        571.43472251         19.81349408
24/01/1980_20:26:05        572.43472251         19.44428788
24/01/1980_21:26:05        573.43472251         19.09238971
24/01/1980_22:26:05        574.43472251         18.75681944
24/01/1980_23:26:05        575.43472251         18.43649806
25/01/1980_00:26:05        576.43472251         18.12796081
25/01/1980_01:26:05        577.43472251         17.82771111
25/01/1980_02:26:05        578.43472251         17.53413523
25/01/1980_03:26:05        579.43472251         17.24606375
25/01/1980_04:26:05        580.43472251         16.96223807
25/01/1980_05:26:05        581.43472251         16.68133024
25/01/1980_06:26:05        582.43472251         16.40221591
25/01/1980_07:26:05        583.43472251         16.12422863
25/01/1980_08:26:05        584.43472251         15.84729135
25/01/1980_09:26:05        585.43472251         15.57188157
25/01/1980_10:26:05        586.43472251         15.29882757
25/01/1980_11:26:05        587.43472251         15.02941234
25/01/1980_12:26:05        588.43472251         14.76477301
25/01/1980_13:26:05        589.43472251         14.50598773
25/01/1980_14:26:05        590.43472251         14.25395444
25/01/1980_15:26:05        591.43472251         14.00934422
25/01/1980_16:26:05        592.43472251         13.77261674
25/01/1980_17:26:05        593.43472251         13.54402520
25/01/1980_18:26:05        594.43472251         13.32365617
25/01/1980_19:26:05        595.43472251         13.11145267
25/01/1980_20:26:05        596.43472251         12.90725710
25/01/1980_21:26:05        597.43472251         12.71083987
25/01/1980_22:26:05        598.43472251         12.52193056
25/01/1980_23:26:05        599.43472251         12.34023826
26/01/1980_00:26:05        600.43472251         12.16549854
26/01/1980_01:26:05        601.43472251         11.99743044
26/01/1980_02:26:05        602.43472251         11.83568962
26/01/1980_03:26:05        603.43472251         11.68000198
26/01/1980_04:26:05        604.43472251         11.53010489
26/01/1980_05:26:05        605.43472251         11.38574224
26/01/1980_06:26:05        606.43472251         11.24667325
26/01/1980_07:26:05        607.43472251         11.11267233
26/01/1980_08:26:05        608.43472251         10.98353050
26/01/1980_09:26:05        609.43472251         10.85904258
26/01/1980_10:26:05        610.43472251         10.73901623
26/01/1980_11:26:05        611.43472251         10.62326698
26/01/1980_12:26:05        612.43472251         10.51161670
26/01/1980_13:26:05        613.43472251         10.40389951
26/01/1980_14:26:05        614.43472251         10.29995502
26/01/1980_15:26:05        615.43472251         10.19962760
26/01/1980_16:26:05        616.43472251         10.10276746
26/01/1980_17:26:05        617.43472251         10.00922914
26/01/1980_18:26:05        618.43472251          9.91887150
26/01/1980_19:26:05        619.43472251          9.83155872
26/01/1980_20:26:05        620.43472251          9.74716061
26/01/1980_21:26:05        621.43472251          9.66556093
26/01/1980_22:26:05        622.43472251          9.58664209
26/01/1980_23:26:05        623.43472251          9.51027510
27/01/1980_00:26:05        624.43472251          9.44025454
27/01/1980_01:26:05        625.43472251          9.37789386
27/01/1980_02:26:05        626.43472251          9.31892131
27/01/1980_03:26:05        627.43472251          9.26689886
27/01/1980_04:26:05        628.43472251          9.22224316
27/01/1980_05:26:05        629.43472251          9.18663547
27/01/1980_06:26:05        630.43472251          9.16120421
27/01/1980_07:26:05        631.43472251          9.14676563
27/01/1980_08:26:05        632.43472251          9.14428084
27/01/1980_09:26:05        633.43472251          9.15500266
27/01/1980_10:26:05        634.43472251          9.18035139
27/01/1980_11:26:05        635.43472251          9.22168909
27/01/1980_12:26:05        636.43472251          9.28009065
27/01/1980_13:26:05        637.43472251          9.35616795
27/01/1980_14:26:05        638.43472251          9.44998418
27/01/1980_15:26:05        639.43472251          9.56105476
27/01/1980_16:26:05        640.43472251          9.68841646
27/01/1980_17:26:05        641.43472251          9.83071690
27/01/1980_18:26:05        642.43472251          9.98633678
27/01/1980_19:26:05        643.43472251         10.15347744
27/01/1980_20:26:05        644.43472251         10.33026624
27/01/1980_21:26:05        645.43472251         10.51482520
27/01/1980_22:26:05        646.43472251         10.70533499
27/01/1980_23:26:05        647.43472251         10.90008205
28/01/1980_00:26:05        648.43472251         11.09591325
28/01/1980_01:26:05        649.43472251         11.28989934
28/01/1980_02:26:05        650.43472251         11.48100744
28/01/1980_03:26:05        651.43472251         11.66707785
28/01/1980_04:26:05        652.43472251         11.84609277
28/01/1980_05:26:05        653.43472251         12.01608331
28/01/1980_06:26:05        654.43472251         12.17525775
28/01/1980_07:26:05        655.43472251         12.32224257
28/01/1980_08:26:05        656.43472251         12.45624635
28/01/1980_09:26:05        657.43472251         12.57712091
28/01/1980_10:26:05        658.43472251         12.68534686
28/01/1980_11:26:05        659.43472251         12.78192898
28/01/1980_12:26:05        660.43472251         12.86822159
28/01/1980_13:26:05        661.43472251         12.94574244
28/01/1980_14:26:05        662.43472251         13.01601059
28/01/1980_15:26:05        663.43472251         13.08043161
28/01/1980_16:26:05        664.43472251         13.14022456
28/01/1980_17:26:05        665.43472251         13.19638875
28/01/1980_18:26:05        666.43472251         13.24970706
28/01/1980_19:26:05        667.43472251         13.30076718
28/01/1980_20:26:05        668.43472251         13.35000201
28/01/1980_21:26:05        669.43472251         13.39772102
28/01/1980_22:26:05        670.43472251         13.44413672
28/01/1980_23:26:05        671.43472251         13.48939287
29/01/1980_00:26:05        672.43472251         13.54147393
29/01/1980_01:03:39        673.06089820         13.58144203
29/01/1980_01:41:13        673.68707389         13.62672938
29/01/1980_02:18:47        674.31324958         13.67914367
29/01/1980_02:56:21        674.93942527         13.74040764
29/01/1980_03:33:56        675.56560096         13.81243751
29/01/1980_04:11:30        676.19177665         13.89755418
29/01/1980_04:49:04        676.81795234         13.99846394
29/01/1980_05:26:38        677.44412803         14.11813391
29/01/1980_06:04:13        678.07030372         14.25959214
29/01/1980_06:41:47        678.69647941         14.42569114
29/01/1980_07:19:21        679.32265510         14.61884659
29/01/1980_07:56:55        679.94883079         14.84078727
29/01/1980_08:34:30        680.57500648         15.09235431
29/01/1980_09:12:04        681.20118217         15.37337243
29/01/1980_09:49:38        681.82735786         15.68260983
29/01/1980_10:27:12        682.45353355         16.01793247
29/01/1980_11:04:46        683.07970924         16.37619560
29/01/1980_11:42:21        683.70588493         16.75383767
29/01/1980_12:19:55        684.33206062         17.14695502
29/01/1980_12:57:29        684.95823631         17.55159409
29/01/1980_13:35:03        685.58441200         17.96397167
29/01/1980_14:12:38        686.21058769         18.38063996
29/01/1980_14:50:12        686.83676338         18.79859163
29/01/1980_15:27:46        687.46293906         19.21529178
29/01/1980_16:05:20        688.08911475         19.62867733
29/01/1980_16:42:55        688.71529044         20.03712114
29/01/1980_17:20:29        689.34146613         20.43936970
29/01/1980_17:58:03        689.96764182         20.83450382
29/01/1980_18:35:37        690.59381751         21.22186158
29/01/1980_19:13:11        691.21999320         21.60099208
29/01/1980_19:50:46        691.84616889         21.97160384
29/01/1980_20:28:20        692.47234458         22.33353490
29/01/1980_21:05:54        693.09852027         22.68671782
29/01/1980_21:43:28        693.72469596         23.03115962
29/01/1980_22:21:03        694.35087165         23.36691594
29/01/1980_22:58:37        694.97704734         23.69408646
29/01/1980_23:36:11        695.60322303         24.01279737
30/01/1980_00:15:38        696.26070751         24.33996420
30/01/1980_00:49:07        696.81873527         24.61428190
30/01/1980_01:22:36        697.37676304         24.88291763
30/01/1980_01:56:05        697.93479081         25.14577940
30/01/1980_02:29:34        698.49281857         25.40211643
30/01/1980_03:03:03        699.05084634         25.65077753
30/01/1980_03:36:31        699.60887411         25.89024850
30/01/1980_04:10:00        700.16690187         26.11874878
30/01/1980_04:43:29        700.72492964         26.33441510
30/01/1980_05:16:58        701.28295741         26.53556401
30/01/1980_05:50:27        701.84098518         26.72089297
30/01/1980_06:23:56        702.39901294         26.88966021
30/01/1980_06:57:25        702.95704071         27.04175685
30/01/1980_07:30:54        703.51506848         27.17770209
30/01/1980_08:04:23        704.07309624         27.29854972
30/01/1980_08:37:52        704.63112401         27.40574641
30/01/1980_09:11:20        705.18915178         27.50098035
30/01/1980_09:44:49        705.74717955         27.58602867
30/01/1980_10:18:18        706.30520731         27.66263899
30/01/1980_10:51:47        706.86323508         27.73243239
30/01/1980_11:25:16        707.42126285         27.79685093
30/01/1980_11:58:45        707.97929061         27.85712679
30/01/1980_12:32:14        708.53731838         27.91427657
30/01/1980_13:05:43        709.09534615         27.96911383
30/01/1980_13:39:12        709.65337392         28.02226895
30/01/1980_14:12:41        710.21140168         28.07421647
30/01/1980_14:46:09        710.76942945         28.12529975
30/01/1980_15:19:38        711.32745722         28.17575901
30/01/1980_15:53:07        711.88548498         28.22578147
30/01/1980_16:26:36        712.44351275         28.27545099
30/01/1980_17:00:05        713.00154052         28.32481291
30/01/1980_17:33:34        713.55956829         28.37388589
30/01/1980_18:07:03        714.11759605         28.42266518
30/01/1980_18:40:32        714.67562382         28.47113557
30/01/1980_19:14:01        715.23365159         28.51927716
30/01/1980_19:47:30        715.79167935         28.56707839
30/01/1980_20:20:58        716.34970712         28.61454117
30/01/1980_20:54:27        716.90773489         28.66167896
30/01/1980_21:27:56        717.46576266         28.70851186
30/01/1980_22:01:25        718.02379042         28.75505976
30/01/1980_22:34:54        718.58181819         28.80133508
30/01/1980_23:08:23        719.13984596         28.84734120
30/01/1980_23:41:52        719.69787372         28.89306932
31/01/1980_00:17:01        720.28380288         28.93308511
31/01/1980_00:53:56        720.89902849         28.96182484
31/01/1980_01:32:42        721.54501539         28.97969907
31/01/1980_02:13:23        722.22330163         28.98058286
31/01/1980_02:56:07        722.93550218         28.95706757
31/01/1980_03:40:59        723.68331275         28.90029201
31/01/1980_04:26:14        724.43724932         28.80643303
31/01/1980_05:11:28        725.19118589         28.67404269
31/01/1980_05:56:42        725.94512246         28.50370928
31/01/1980_06:41:56        726.69905903         28.29840972
31/01/1980_07:27:10        727.45299560         28.06297224
31/01/1980_08:12:24        728.20693217         27.80332072
31/01/1980_08:57:39        728.96086874         27.52572875
31/01/1980_09:42:53        729.71480531         27.23621932
31/01/1980_10:28:07        730.46874188         26.94016321
31/01/1980_11:13:21        731.22267845         26.64206984
31/01/1980_11:58:35        731.97661502         26.34553147
31/01/1980_12:43:49        732.73055159         26.05327610
31/01/1980_13:29:04        733.48448816         25.76727017
31/01/1980_14:14:18        734.23842473         25.48885153
31/01/1980_14:59:32        734.99236130         25.21886169
31/01/1980_15:44:46        735.74629787         24.95776138
31/01/1980_16:30:00        736.50023444         24.70573883
31/01/1980_17:15:15        737.25417101         24.46278502
31/01/1980_18:00:29        738.00810758         24.22875437
31/01/1980_18:45:43        738.76204415         24.00342257
31/01/1980_19:30:57        739.51598072         23.78650706
31/01/1980_20:16:11        740.26991729         23.57769940
31/01/1980_21:01:25        741.02385386         23.37667691
31/01/1980_21:46:40        741.77779043         23.18311852
31/01/1980_22:31:54        742.53172700         22.99670518
31/01/1980_23:17:08        743.28566357         22.81712969
01/02/1980_00:03:34        744.05959625         22.63961956
01/02/1980_00:52:20        744.87222556         22.46000126
01/02/1980_01:43:31        745.72548634         22.27664968
01/02/1980_02:37:17        746.62141016         22.08932951
01/02/1980_03:33:43        747.56213017         21.89909765
01/02/1980_04:32:59        748.54988618         21.70905427
01/02/1980_05:32:56        749.54892110         21.53064835
01/02/1980_06:32:52        750.54795601         21.36991402
01/02/1980_07:32:49        751.54699093         21.22982646
01/02/1980_08:32:45        752.54602585         21.11180948
01/02/1980_09:32:42        753.54506076         21.01555849
01/02/1980_10:32:38        754.54409568         20.93933167
01/02/1980_11:32:35        755.54313060         20.88044986
01/02/1980_12:32:31        756.54216551         20.83582115
01/02/1980_13:32:28        757.54120043         20.80237738
01/02/1980_14:32:24        758.54023535         20.77735819
01/02/1980_15:32:21        759.53927026         20.75845568
01/02/1980_16:32:17        760.53830518         20.74384517
01/02/1980_17:32:14        761.53734010         20.73214577
01/02/1980_18:32:10        762.53637501         20.72235334
01/02/1980_19:32:07        763.53540993         20.71376042
01/02/1980_20:32:04        764.53444485         20.70588386
01/02/1980_21:32:00        765.53347976         20.69840261
01/02/1980_22:31:57        766.53251468         20.69111008
01/02/1980_23:31:53        767.53154960         20.68387727
02/02/1980_00:31:53        768.53154960         20.67721613
02/02/1980_01:31:53        769.53154960         20.67176268
02/02/1980_02:31:53        770.53154960         20.66696771
02/02/1980_03:31:53        771.53154960         20.66082211
02/02/1980_04:31:53        772.53154960         20.65017661
02/02/1980_05:31:53        773.53154960         20.63148790
02/02/1980_06:31:53        774.53154960         20.60166475
02/02/1980_07:31:53        775.53154960         20.55888793
02/02/1980_08:31:53        776.53154960         20.50294126
02/02/1980_09:31:53        777.53154960         20.43503123
02/02/1980_10:31:53        778.53154960         20.35733459
02/02/1980_11:31:53        779.53154960         20.27248175
02/02/1980_12:31:53        780.53154960         20.18312261
02/02/1980_13:31:53        781.53154960         20.09164520
02/02/1980_14:31:53        782.53154960         19.99998692
02/02/1980_15:31:53        783.53154960         19.90962687
02/02/1980_16:31:53        784.53154960         19.82161193
02/02/1980_17:31:53        785.53154960         19.73662672
02/02/1980_18:31:53        786.53154960         19.65506761
02/02/1980_19:31:53        787.53154960         19.57712435
02/02/1980_20:31:53        788.53154960         19.50283966
02/02/1980_21:31:53        789.53154960         19.43215883
02/02/1980_22:31:53        790.53154960         19.36496843
02/02/1980_23:31:53        791.53154960         19.30112343
03/02/1980_00:31:53        792.53154960         19.23963099
03/02/1980_01:31:53        793.53154960         19.18009693
03/02/1980_02:31:53        794.53154960         19.12327766
03/02/1980_03:31:53        795.53154960         19.07046193
03/02/1980_04:31:53        796.53154960         19.02379786
03/02/1980_05:31:53        797.53154960         18.98583645
03/02/1980_06:31:53        798.53154960         18.95894581
03/02/1980_07:31:53        799.53154960         18.94477932
03/02/1980_08:31:53        800.53154960         18.94396031
03/02/1980_09:31:53        801.53154960         18.95603744
03/02/1980_10:31:53        802.53154960         18.97966165
03/02/1980_11:31:53        803.53154960         19.01289754
03/02/1980_12:31:53        804.53154960         19.05355291
03/02/1980_13:31:53        805.53154960         19.09946369
03/02/1980_14:31:53        806.53154960         19.14868753
03/02/1980_15:31:53        807.53154960         19.19960710
03/02/1980_16:31:53        808.53154960         19.25096180
03/02/1980_17:31:53        809.53154960         19.30182442
03/02/1980_18:31:53        810.53154960         19.35155183
03/02/1980_19:31:53        811.53154960         19.39972698
03/02/1980_20:31:53        812.53154960         19.44610593
03/02/1980_21:31:53        813.53154960         19.49056951
03/02/1980_22:31:53        814.53154960         19.53308728
03/02/1980_23:31:53        815.53154960         19.57368431
04/02/1980_00:14:14        816.23725991         19.61331288
04/02/1980_00:34:27        816.57421251         19.64333436
04/02/1980_00:54:40        816.91116512         19.67720234
04/02/1980_01:14:53        817.24811772         19.71611795
04/02/1980_01:35:06        817.58507033         19.76088851
04/02/1980_01:55:19        817.92202293         19.81229431
04/02/1980_02:15:32        818.25897554         19.87130955
04/02/1980_02:35:45        818.59592814         19.93915938
04/02/1980_02:55:58        818.93288075         20.01733090
04/02/1980_03:16:11        819.26983335         20.10756527
04/02/1980_03:36:24        819.60678596         20.21183811
04/02/1980_03:56:37        819.94373856         20.33233836
04/02/1980_04:16:50        820.28069117         20.47143338
04/02/1980_04:37:03        820.61764377         20.63162340
04/02/1980_04:57:16        820.95459638         20.81548330
04/02/1980_05:17:29        821.29154898         21.02559810
04/02/1980_05:37:42        821.62850159         21.26443665
04/02/1980_05:57:55        821.96545419         21.53426277
04/02/1980_06:18:08        822.30240680         21.83708485
04/02/1980_06:38:21        822.63935940         22.17433273
04/02/1980_06:58:34        822.97631201         22.54702116
04/02/1980_07:18:47        823.31326461         22.95553801
04/02/1980_07:39:00        823.65021722         23.39960689
04/02/1980_07:59:13        823.98716982         23.87826177
04/02/1980_08:19:26        824.32412243         24.38987666
04/02/1980_08:39:39        824.66107503         24.93221072
04/02/1980_08:59:52        824.99802764         25.50250658
04/02/1980_09:20:05        825.33498024         26.09760292
04/02/1980_09:40:18        825.67193285         26.71406363
04/02/1980_10:00:31        826.00888545         27.34830684
04/02/1980_10:20:45        826.34583806         27.99673567
04/02/1980_10:40:58        826.68279066         28.65584790
04/02/1980_11:01:11        827.01974327         29.32233808
04/02/1980_11:21:24        827.35669587         29.99314945
04/02/1980_11:41:37        827.69364848         30.66554162
04/02/1980_12:01:50        828.03060108         31.33708543
04/02/1980_12:22:03        828.36755369         32.00569729
04/02/1980_12:42:16        828.70450629         32.66961594
04/02/1980_13:02:29        829.04145890         33.32738741
04/02/1980_13:22:42        829.37841150         33.97782793
04/02/1980_13:42:55        829.71536411         34.62000038
04/02/1980_14:03:08        830.05231671         35.25318490
04/02/1980_14:23:21        830.38926932         35.87684669
04/02/1980_14:43:34        830.72622192         36.49059591
04/02/1980_15:03:47        831.06317453         37.09417854
04/02/1980_15:24:00        831.40012713         37.68744297
04/02/1980_15:44:13        831.73707974         38.27031757
04/02/1980_16:04:26        832.07403234         38.84280216
04/02/1980_16:24:39        832.41098495         39.40494667
04/02/1980_16:44:52        832.74793755         39.95684321
04/02/1980_17:05:05        833.08489016         40.49861281
04/02/1980_17:25:18        833.42184276         41.03039953
04/02/1980_17:45:31        833.75879537         41.55235799
