RF [mm]
0
0.07
0
0.6
0.67
1.67
0.07
0
0
0.07
0
0
0
0
0
0
0
0.07
0
1.07
0
0
0
0
0
0
0.4
0.67
0.2
0
0
0
0.13
0.27
0.47
0.73
0.4
0.47
0.2
0.2
0.27
0.53
0.93
0.33
0.33
0.07
0
0
0
0
0.33
1.47
0.67
1.07
1
0.67
0
0
0.07
0.27
0.07
0.07
0.4
0.4
0.07
0
0.13
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0.13
0
0
0
0.27
0.2
0.2
0.53
0.27
0
0.07
0.13
4.27
0.6
0.07
0.07
0
0.2
0.07
0.27
0
0
0
0
0
0.13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0
0
0.13
0
0
0.07
0.07
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0.07
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0.07
0
0
0
0
1.27
0
0
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0.13
0.2
0.13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
1.13
0.07
0
0
0
0
0
0.07
1.27
0.2
0
0
0
0
0
0
0
0
0.07
0.07
0
0
0
0
0
0
0
0
0.2
0
0.07
0.2
0.07
0
0
1.2
1.33
0.13
0
0
0.07
0
0.13
0.13
0.07
0
0.07
0.07
0.07
0
0.07
0.13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0.73
0.13
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0.2
0.4
0.33
0.67
0.53
0.33
0.4
0.2
0.13
0
0
0.07
0
0
0
0.2
0.07
0.6
1
0.2
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0.67
0.33
0.07
0
0
0
0
0
0
0
0
0.07
0
0
0
0.07
0
0.4
0
0
0.53
0.67
0
0
0
0.07
0
0.07
0
0
0
0
0
0
0
0.33
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0
0
0.07
0.07
0.07
0.47
0.13
0.07
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0.07
0.2
0.07
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
1.07
1.8
0.93
0.27
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.67
2.6
0.4
0.6
0.8
1
0.33
0.07
0.07
0.07
0
0
0.13
0.07
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.07
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0.07
0
0
0
0
0
0
0
0
0
0
0.13
0.07
0.27
0.2
0.2
0.07
0
0
0
0
0
0
0.07
1
0.4
0
0
0
0
0
0.07
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.07
